student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
S07635,27,Male,India,Business,3,4.0,6.3,100,6.8,5.0,2.7,1.8,3.0,No,Single,Middle,Average,3.4,0.0,None,Handwritten,11,4,3.1,100,100
S07636,25,Female,USA,Business,4,4.0,2.9,98,7.4,7.5,3.7,0.2,4.8,No,In a Relationship,Middle,Average,3.2,0.7,Gemini,Mixed,13,1,2.1,95,100
S07637,23,Female,Japan,Biology,1,3.58,1.9,72,7.7,4.8,1.1,0.0,4.5,Yes,In a Relationship,Low,Average,1.9,0.5,Copilot,Handwritten,11,0,7.2,100,100
S07638,19,Female,India,Physics,3,3.19,3.0,96,5.9,2.9,0.0,1.0,0.9,Yes,Single,Low,Poor,3.2,2.1,Claude,Handwritten,12,1,2.9,98,77
S07639,27,Male,India,Law,3,3.78,5.7,100,6.3,7.7,4.5,1.8,6.0,No,Single,Low,Good,4.3,1.7,Claude,Handwritten,15,0,1.8,100,100
S07640,22,Female,UK,Mathematics,3,2.83,0.8,62,5.0,7.6,3.8,3.7,3.7,No,In a Relationship,High,Good,5.4,1.9,Gemini,Handwritten,20,1,7.1,85,82
S07641,28,Male,Japan,Business,2,2.97,0.5,79,8.2,6.7,2.6,2.5,5.8,No,In a Relationship,Low,Average,2.2,2.1,Gemini,Handwritten,19,5,2.2,92,90
S07642,20,Male,Australia,Mathematics,3,3.62,3.6,93,6.6,6.4,4.4,4.6,3.1,No,Single,Low,Good,5.6,0.6,ChatGPT,Digital,16,1,4.1,100,90
S07643,19,Male,Japan,Physics,3,3.54,2.8,89,7.6,5.6,1.7,0.9,3.5,Yes,In a Relationship,Middle,Poor,2.4,0.3,Copilot,Mixed,7,2,3.7,100,100
S07644,23,Male,Italy,Biology,1,4.0,3.5,100,8.7,6.7,1.7,2.1,3.8,No,Single,High,Average,3.6,0.0,None,Mixed,10,0,7.1,100,99
S07645,22,Female,Netherlands,Psychology,3,4.0,4.9,100,7.3,5.6,1.5,1.4,4.1,Yes,Single,Middle,Average,2.4,1.3,ChatGPT,Mixed,15,0,4.6,100,100
S07646,21,Male,Brazil,Mathematics,4,3.59,2.7,94,6.9,8.5,3.7,4.8,6.1,No,In a Relationship,High,Average,5.9,0.4,Copilot,Mixed,8,1,6.7,100,100
S07647,28,Female,Netherlands,Biology,2,2.72,0.7,80,7.2,1.0,0.4,2.3,3.9,Yes,Single,Middle,Good,3.5,1.7,Copilot,Mixed,12,0,3.9,79,78
S07648,25,Male,UK,Biology,2,4.0,6.6,100,7.1,5.3,1.6,0.0,2.9,No,Single,Middle,Average,4.4,2.4,ChatGPT,Digital,13,5,3.6,100,100
S07649,28,Female,Italy,Economics,3,3.12,2.0,83,8.5,6.5,3.2,0.7,5.0,No,In a Relationship,Low,Average,3.1,2.1,Claude,Digital,21,1,3.0,84,87
S07650,24,Female,Netherlands,Computer Science,4,3.57,1.9,75,7.4,5.2,1.0,0.0,3.9,No,Single,Low,Good,3.6,1.3,Copilot,Handwritten,11,2,1.6,100,95
S07651,27,Female,Bangladesh,Mathematics,1,4.0,5.2,100,6.3,3.4,1.8,3.2,8.9,Yes,Single,Middle,Good,1.5,1.3,Gemini,Mixed,4,1,5.7,100,97
S07652,25,Male,Australia,Biology,4,3.54,2.9,88,8.3,2.4,0.0,0.4,3.6,No,Single,Low,Good,1.4,1.2,Gemini,Mixed,16,2,5.1,90,93
S07653,27,Female,South Korea,Engineering,2,4.0,3.4,96,8.5,7.8,3.7,2.1,5.5,No,In a Relationship,Middle,Average,3.1,3.3,Claude,Handwritten,17,1,3.6,100,100
S07654,24,Male,India,Economics,1,3.45,4.2,100,5.4,3.5,1.8,1.3,4.8,No,Single,Middle,Average,5.4,0.6,Copilot,Digital,23,1,6.3,100,81
S07655,23,Female,Germany,Engineering,3,4.0,5.1,100,8.8,4.5,1.2,1.0,0.0,No,Single,Middle,Good,4.4,1.3,ChatGPT,Digital,10,1,5.2,100,100
S07656,28,Female,Italy,Medicine,3,3.74,3.0,88,7.4,3.9,0.9,0.3,1.5,No,Single,Middle,Good,1.2,1.0,Gemini,Mixed,5,0,3.9,98,93
S07657,25,Male,South Korea,Biology,3,4.0,5.8,100,7.3,5.0,2.2,0.9,2.1,Yes,In a Relationship,Middle,Poor,2.9,0.4,Gemini,Digital,14,3,5.7,100,100
S07658,22,Male,Italy,Physics,4,3.46,0.5,81,8.2,4.1,0.4,1.6,0.0,No,Single,Low,Average,3.2,0.8,ChatGPT,Digital,15,0,4.5,100,98
S07659,19,Male,Brazil,Economics,3,3.87,4.6,96,6.3,7.4,5.7,1.1,2.2,No,Single,Low,Poor,6.9,1.2,ChatGPT,Digital,15,4,5.7,100,98
S07660,27,Female,Australia,Economics,2,3.54,2.2,100,8.1,2.1,0.0,2.2,0.3,Yes,Single,Middle,Average,3.3,0.0,None,Mixed,10,0,2.5,98,90
S07661,22,Female,Japan,Physics,2,4.0,5.6,100,6.5,4.9,2.1,0.0,0.8,Yes,In a Relationship,Middle,Average,1.9,2.8,ChatGPT,Digital,14,0,4.4,100,100
S07662,28,Female,Japan,Economics,2,3.44,3.7,91,5.2,4.6,3.0,0.0,3.5,No,In a Relationship,Middle,Good,3.5,1.9,ChatGPT,Digital,13,4,0.7,95,100
S07663,22,Male,Bangladesh,Law,2,3.43,2.5,87,5.8,6.1,1.6,2.5,6.8,No,Single,Low,Average,4.0,2.3,ChatGPT,Digital,9,3,4.4,100,76
S07664,24,Male,UK,Law,3,3.8,4.5,98,7.7,5.1,3.1,0.2,0.3,No,In a Relationship,High,Poor,4.7,1.0,Claude,Handwritten,7,0,1.7,100,100
S07665,19,Female,Italy,Economics,4,4.0,4.8,100,5.9,5.5,1.6,0.0,0.6,No,In a Relationship,High,Poor,4.6,0.9,Copilot,Mixed,10,2,4.4,100,96
S07666,28,Female,UK,Medicine,3,3.77,4.5,100,8.9,7.0,5.1,1.9,1.9,Yes,Single,Middle,Average,5.7,1.0,Gemini,Handwritten,12,1,6.7,100,78
S07667,25,Male,Australia,Computer Science,3,3.55,2.0,83,8.4,4.9,1.1,1.3,2.7,Yes,In a Relationship,Middle,Average,2.6,0.5,Gemini,Digital,15,2,0.0,100,79
S07668,28,Female,South Korea,Medicine,3,4.0,2.8,100,8.6,1.1,0.0,2.6,0.0,No,Single,Low,Average,3.7,2.5,Copilot,Handwritten,12,3,7.3,100,93
S07669,24,Female,Germany,Physics,2,3.43,3.5,96,7.1,5.6,0.9,0.0,1.6,No,Single,Low,Average,5.2,2.6,Claude,Handwritten,9,0,4.3,98,85
S07670,22,Female,Bangladesh,Computer Science,2,3.99,3.4,100,7.3,7.8,3.4,0.0,1.4,No,In a Relationship,Middle,Average,4.7,1.7,Gemini,Handwritten,15,1,5.1,100,99
S07671,26,Female,UK,Medicine,1,4.0,4.6,100,5.6,4.9,2.6,2.2,3.6,No,In a Relationship,Middle,Average,3.5,2.9,ChatGPT,Handwritten,12,3,3.2,100,100
S07672,19,Female,South Korea,Business,2,2.72,0.5,75,8.2,5.9,3.9,2.2,3.9,Yes,Single,Low,Good,3.5,3.6,Claude,Digital,9,4,8.1,80,87
S07673,28,Female,Netherlands,Mathematics,2,3.4,4.0,89,7.5,7.1,3.6,2.5,2.7,Yes,Single,High,Good,3.4,3.0,Claude,Mixed,14,2,6.9,99,98
S07674,24,Female,Italy,Business,2,4.0,3.1,100,7.7,3.0,1.8,2.3,2.2,No,Single,Low,Good,1.3,0.7,Claude,Mixed,15,0,7.2,100,96
S07675,24,Female,Netherlands,Law,4,3.84,2.2,93,9.0,5.1,2.1,1.6,1.6,Yes,Single,Middle,Average,2.6,0.0,None,Digital,12,2,4.0,100,100
S07676,21,Female,Japan,Computer Science,1,3.13,2.4,96,6.3,4.2,2.2,0.7,3.1,No,In a Relationship,Low,Good,4.7,1.9,Copilot,Handwritten,20,3,3.7,90,96
S07677,27,Male,Brazil,Business,4,3.17,3.2,83,6.8,8.3,5.6,0.0,1.0,Yes,In a Relationship,Low,Good,5.7,1.6,ChatGPT,Mixed,18,2,4.1,93,100
S07678,28,Male,Germany,Economics,3,2.83,0.5,71,7.4,6.0,3.8,4.0,6.1,No,In a Relationship,Middle,Average,5.1,1.3,Gemini,Mixed,15,3,3.5,92,87
S07679,23,Male,France,Engineering,3,2.78,2.4,66,5.9,7.6,5.6,0.2,0.0,Yes,Single,Middle,Average,6.3,1.0,Gemini,Digital,10,1,6.8,90,76
S07680,26,Male,South Korea,Physics,4,3.54,2.2,96,6.8,9.1,4.1,3.0,1.7,No,In a Relationship,Middle,Good,5.8,2.6,ChatGPT,Handwritten,3,0,0.6,100,90
S07681,23,Female,Australia,Economics,4,4.0,4.3,100,7.6,6.6,2.7,0.7,4.7,No,In a Relationship,Middle,Good,1.7,0.0,None,Digital,6,0,1.3,100,91
S07682,20,Female,Australia,Medicine,4,3.45,2.3,100,6.6,2.5,1.3,1.2,2.2,No,In a Relationship,High,Average,3.3,2.7,Claude,Mixed,16,0,3.5,100,88
S07683,19,Female,UK,Computer Science,3,4.0,3.2,91,8.6,5.0,3.1,0.4,4.3,No,Single,Low,Average,3.1,2.9,ChatGPT,Handwritten,7,0,3.8,100,98
S07684,21,Male,Germany,Mathematics,4,4.0,5.8,100,5.2,6.7,2.7,1.6,6.4,No,Single,Middle,Poor,3.2,1.4,Claude,Digital,14,1,7.1,100,95
S07685,21,Male,Canada,Engineering,1,3.95,5.0,100,8.3,6.9,2.7,2.1,4.7,Yes,Single,High,Poor,4.8,1.5,Gemini,Mixed,8,1,4.9,100,97
S07686,26,Male,USA,Law,2,4.0,4.9,100,7.8,3.8,2.5,0.0,0.6,Yes,In a Relationship,High,Average,2.2,0.0,None,Mixed,11,2,5.1,100,100
S07687,27,Female,Italy,Physics,3,3.86,2.8,90,6.3,3.8,0.0,2.2,0.7,No,Single,Middle,Good,3.5,2.2,Copilot,Digital,10,1,0.4,100,94
S07688,20,Female,Australia,Mathematics,4,3.24,4.3,89,5.9,8.0,4.7,3.6,2.6,Yes,In a Relationship,High,Average,6.4,2.5,Claude,Handwritten,16,3,4.1,100,100
S07689,25,Female,Bangladesh,Biology,2,3.01,3.1,83,4.5,3.4,2.7,2.2,3.9,No,In a Relationship,Low,Good,5.5,2.0,Claude,Handwritten,17,2,2.3,99,84
S07690,20,Male,Canada,Business,1,4.0,3.2,100,6.0,3.2,0.7,2.5,5.4,Yes,In a Relationship,Middle,Average,2.7,0.0,None,Handwritten,4,2,3.8,95,100
S07691,21,Female,France,Engineering,2,3.68,4.1,93,8.3,6.3,3.5,1.3,1.4,No,Single,High,Average,3.3,0.0,None,Handwritten,19,2,7.9,97,90
S07692,19,Male,Australia,Psychology,4,3.67,2.6,73,6.9,4.6,1.5,0.8,2.0,No,Single,Middle,Good,4.9,1.0,ChatGPT,Digital,11,2,3.9,98,86
S07693,27,Male,USA,Engineering,2,4.0,5.7,100,8.4,5.0,3.6,1.8,2.5,No,In a Relationship,Middle,Good,3.5,1.3,ChatGPT,Mixed,17,2,6.1,100,100
S07694,19,Female,Netherlands,Law,3,3.6,3.3,88,6.3,6.2,4.1,0.1,2.5,No,In a Relationship,High,Average,4.1,2.2,Copilot,Mixed,19,2,2.3,92,100
S07695,23,Male,Netherlands,Economics,3,4.0,4.4,95,7.8,6.6,4.3,1.1,6.0,Yes,In a Relationship,Middle,Good,4.8,1.0,Copilot,Handwritten,9,0,4.4,100,98
S07696,23,Male,UK,Engineering,4,3.94,5.7,100,6.1,5.0,2.6,0.0,2.8,No,In a Relationship,Middle,Good,4.7,2.3,Gemini,Digital,20,5,6.9,100,93
S07697,18,Male,Australia,Biology,2,3.91,5.0,100,5.8,4.6,2.2,0.0,3.3,No,In a Relationship,Middle,Average,3.8,2.3,Claude,Handwritten,3,0,5.0,100,100
S07698,28,Male,UK,Medicine,1,3.39,1.4,69,6.9,4.7,1.9,3.0,4.8,Yes,Single,High,Good,3.7,1.7,Gemini,Mixed,7,0,1.0,97,89
S07699,26,Male,USA,Engineering,2,4.0,4.2,100,6.2,5.1,1.7,0.0,6.2,No,In a Relationship,Low,Good,3.7,2.1,Claude,Mixed,10,0,0.5,100,100
S07700,21,Male,USA,Medicine,4,4.0,4.8,100,5.1,7.9,2.8,2.5,2.9,Yes,Single,Low,Average,4.7,0.8,ChatGPT,Handwritten,7,0,2.7,100,93
S07701,18,Male,India,Mathematics,1,4.0,4.8,100,6.8,6.5,2.5,4.1,5.5,Yes,Single,High,Average,3.7,0.1,None,Handwritten,5,1,1.7,100,98
S07702,26,Male,Germany,Physics,1,3.56,1.8,92,7.1,6.2,1.6,1.8,6.7,No,Single,High,Poor,1.0,0.6,ChatGPT,Digital,17,3,3.3,94,99
S07703,19,Female,Netherlands,Biology,1,3.56,2.5,100,8.5,3.5,1.1,0.3,2.8,Yes,Single,Low,Good,2.8,0.4,ChatGPT,Digital,10,2,2.1,100,99
S07704,21,Male,Brazil,Computer Science,4,3.8,5.0,100,8.1,4.4,2.6,2.3,1.9,No,In a Relationship,Middle,Good,3.2,2.4,Claude,Mixed,12,4,1.2,100,92
S07705,26,Female,USA,Engineering,1,3.97,2.4,92,8.5,6.1,2.1,0.0,7.4,No,Single,Middle,Good,1.6,2.1,Gemini,Handwritten,15,1,4.1,100,100
S07706,22,Female,Brazil,Medicine,2,3.49,3.1,100,7.9,4.1,1.1,0.5,5.2,No,In a Relationship,High,Average,2.0,0.0,None,Digital,17,1,4.6,100,95
S07707,25,Male,UK,Engineering,1,4.0,5.9,100,7.4,7.9,4.0,0.0,3.0,No,In a Relationship,Low,Average,3.9,1.4,Gemini,Handwritten,20,0,6.4,100,92
S07708,18,Female,Brazil,Mathematics,2,3.28,3.4,91,5.5,7.4,5.5,0.0,4.3,No,Single,High,Average,5.1,0.0,None,Mixed,8,1,2.8,100,100
S07709,26,Female,Australia,Economics,2,3.09,2.4,90,7.2,8.0,4.2,2.6,0.9,Yes,Single,High,Poor,5.1,0.1,None,Handwritten,20,3,5.9,100,74
S07710,18,Female,UK,Law,2,3.77,2.2,84,7.7,4.5,1.7,1.3,5.2,Yes,Single,Middle,Average,2.2,2.0,Copilot,Handwritten,13,0,0.0,100,91
S07711,28,Male,Bangladesh,Business,1,3.98,4.0,100,8.7,5.1,2.7,2.3,0.0,No,In a Relationship,Low,Good,4.6,0.0,None,Handwritten,13,1,6.2,100,100
S07712,18,Female,Netherlands,Engineering,4,2.83,1.5,75,7.8,7.7,5.1,1.8,5.1,No,Single,High,Poor,5.0,0.0,None,Digital,11,4,1.0,67,88
S07713,23,Male,France,Biology,2,4.0,3.1,99,8.5,4.6,1.0,0.0,1.6,No,Single,Middle,Average,3.8,0.2,None,Digital,14,2,2.5,100,98
S07714,18,Male,Bangladesh,Psychology,4,3.63,4.0,97,5.8,7.9,4.0,1.1,0.0,No,In a Relationship,Low,Good,6.5,0.0,None,Mixed,20,1,3.3,99,85
S07715,20,Female,Italy,Mathematics,4,4.0,5.4,100,6.6,3.2,0.6,0.3,0.0,No,In a Relationship,Low,Average,3.4,0.0,None,Handwritten,15,3,4.2,100,93
S07716,18,Male,India,Physics,2,3.75,4.5,99,7.5,8.7,5.3,0.9,2.0,No,In a Relationship,Low,Average,4.8,1.1,Copilot,Handwritten,17,2,4.5,100,90
S07717,22,Male,USA,Engineering,2,3.85,2.4,94,8.4,5.6,2.2,1.4,4.4,No,In a Relationship,Low,Average,3.3,0.0,None,Digital,8,0,1.1,99,84
S07718,18,Female,UK,Biology,1,3.8,5.3,83,6.8,10.0,6.1,1.1,0.2,No,Single,Middle,Good,5.6,1.0,Claude,Digital,10,1,3.3,100,100
S07719,20,Male,Australia,Engineering,2,3.66,3.1,96,6.9,9.6,5.4,1.8,0.5,No,Single,Middle,Good,4.5,1.2,ChatGPT,Handwritten,12,5,6.7,100,100
S07720,27,Female,South Korea,Psychology,4,3.5,1.6,75,7.8,7.8,2.6,1.7,2.0,No,Single,Low,Good,3.4,2.0,ChatGPT,Mixed,15,3,4.9,92,85
S07721,25,Female,Australia,Biology,4,3.75,3.2,92,5.6,4.1,1.7,0.2,4.6,No,In a Relationship,Low,Good,5.4,2.1,ChatGPT,Digital,14,2,1.4,100,82
S07722,18,Male,Bangladesh,Engineering,4,4.0,5.7,100,8.9,7.9,3.1,1.6,4.9,No,In a Relationship,Middle,Average,2.4,0.0,None,Mixed,21,3,0.0,100,100
S07723,28,Male,France,Mathematics,2,3.82,3.7,98,5.9,5.6,2.5,3.8,3.3,No,In a Relationship,Middle,Good,3.5,0.0,None,Digital,9,1,5.6,100,98
S07724,22,Male,Australia,Business,2,3.85,3.5,98,4.7,3.9,2.2,0.8,5.0,No,Single,High,Average,3.7,0.0,None,Handwritten,14,2,2.3,100,100
S07725,21,Female,Canada,Physics,4,4.0,6.0,100,7.0,2.5,0.3,0.0,4.4,No,Single,Middle,Average,3.3,2.0,Copilot,Digital,15,1,4.3,100,100
S07726,27,Female,Australia,Law,3,3.43,1.4,80,9.0,5.6,2.0,1.2,2.2,Yes,Single,High,Average,3.6,1.5,Gemini,Mixed,10,3,3.7,76,91
S07727,28,Male,South Korea,Engineering,3,2.79,1.6,76,7.7,5.0,1.1,2.5,4.8,No,Single,Middle,Good,3.5,0.8,Claude,Mixed,12,4,5.7,77,76
S07728,28,Male,Australia,Economics,4,2.86,1.1,80,7.9,5.4,3.6,2.3,0.4,No,Single,High,Average,7.1,0.0,None,Mixed,9,6,5.4,83,83
S07729,28,Female,Germany,Computer Science,1,3.19,4.1,100,7.0,6.4,4.3,2.0,4.0,No,In a Relationship,Low,Good,5.3,1.4,Copilot,Digital,13,3,5.5,100,99
S07730,22,Male,Italy,Economics,2,3.52,3.7,100,6.8,6.3,3.9,3.6,0.7,No,In a Relationship,High,Average,5.9,2.6,Copilot,Digital,5,2,0.0,91,100
S07731,20,Male,UK,Psychology,1,3.53,5.8,100,5.1,5.3,3.3,3.4,3.3,No,Single,Middle,Good,7.7,2.5,Gemini,Mixed,20,0,5.5,99,96
S07732,21,Male,Bangladesh,Law,2,3.84,3.9,89,4.3,2.2,1.5,3.0,5.4,Yes,In a Relationship,Middle,Good,4.5,0.0,None,Handwritten,11,2,4.4,100,99
S07733,19,Male,Netherlands,Economics,1,3.52,2.9,96,7.2,3.4,3.1,1.1,3.4,No,In a Relationship,Middle,Poor,3.6,2.3,Copilot,Handwritten,8,1,3.3,93,93
S07734,27,Female,India,Mathematics,4,3.35,3.5,77,8.6,6.5,4.0,5.2,3.0,Yes,Single,High,Average,3.7,0.0,None,Digital,3,2,6.0,89,92
S07735,22,Male,Netherlands,Economics,4,3.95,3.7,100,7.4,5.2,1.9,0.6,3.5,No,In a Relationship,Middle,Poor,4.5,0.8,Claude,Mixed,10,3,1.3,100,88
S07736,26,Male,Bangladesh,Computer Science,4,2.86,1.0,69,7.7,6.8,3.0,2.7,4.3,Yes,In a Relationship,Low,Good,2.4,0.7,ChatGPT,Mixed,11,1,6.0,60,88
S07737,20,Male,India,Economics,1,4.0,7.6,100,8.9,4.0,2.6,0.6,7.3,Yes,Single,Middle,Average,1.0,1.5,Claude,Digital,14,2,4.0,100,100
S07738,25,Male,France,Engineering,3,3.77,4.3,100,7.4,6.7,5.3,2.5,4.3,No,In a Relationship,Middle,Average,3.8,0.2,None,Digital,11,1,4.4,100,97
S07739,21,Female,India,Psychology,4,3.25,3.8,93,6.9,6.5,4.1,2.3,2.0,No,In a Relationship,Middle,Poor,5.6,1.3,ChatGPT,Digital,26,3,2.3,99,94
S07740,19,Male,Bangladesh,Mathematics,2,4.0,4.4,93,6.0,6.7,3.7,1.1,2.6,No,Single,Middle,Average,5.5,0.1,None,Digital,6,4,5.7,100,91
S07741,25,Male,UK,Biology,4,4.0,4.6,100,9.4,4.4,0.2,0.0,1.2,Yes,Single,Middle,Poor,2.4,1.4,Copilot,Mixed,15,0,7.3,100,100
S07742,20,Female,Japan,Mathematics,4,3.8,3.3,96,7.6,7.0,3.1,4.3,0.5,No,Single,High,Average,5.5,0.0,None,Digital,14,1,2.8,100,95
S07743,18,Female,Bangladesh,Psychology,1,3.66,2.6,91,5.9,5.2,2.6,3.6,0.0,Yes,In a Relationship,Low,Good,5.6,0.8,ChatGPT,Mixed,5,1,4.7,83,89
S07744,22,Female,South Korea,Business,2,4.0,4.4,94,5.6,6.0,2.6,3.4,2.1,No,In a Relationship,Low,Average,5.0,1.2,ChatGPT,Digital,10,4,5.0,94,100
S07745,25,Male,Australia,Engineering,4,4.0,4.1,88,8.5,2.5,0.5,0.0,0.2,Yes,Single,Middle,Average,3.2,0.9,ChatGPT,Handwritten,24,1,0.4,100,94
S07746,19,Male,Japan,Physics,3,3.41,2.3,98,5.8,4.3,1.2,2.8,3.2,No,In a Relationship,Low,Good,4.7,2.0,Claude,Digital,9,3,5.0,89,89
S07747,21,Male,UK,Biology,4,4.0,5.6,100,9.2,5.6,2.7,1.3,2.0,No,In a Relationship,Middle,Good,4.2,0.0,None,Digital,22,0,9.6,100,94
S07748,19,Male,Canada,Law,2,3.27,3.9,83,3.7,9.2,4.5,1.0,0.8,No,In a Relationship,Middle,Average,6.1,1.4,Gemini,Digital,11,2,4.5,100,76
S07749,20,Male,Canada,Engineering,4,4.0,4.6,100,8.7,5.5,1.9,0.4,0.0,No,Single,Low,Poor,4.5,0.4,Copilot,Handwritten,12,1,2.5,100,92
S07750,23,Male,Netherlands,Law,4,4.0,5.6,100,7.6,4.3,2.2,3.4,2.3,No,In a Relationship,Middle,Good,3.1,1.8,Claude,Digital,10,0,1.7,100,100
S07751,23,Female,Germany,Medicine,1,3.58,3.5,98,7.1,7.6,5.5,1.9,0.0,Yes,In a Relationship,Low,Good,5.9,1.2,Copilot,Handwritten,7,0,4.0,100,100
S07752,20,Male,Bangladesh,Psychology,2,3.84,4.0,100,6.8,5.0,2.4,1.5,4.4,No,Single,High,Good,4.1,2.3,Gemini,Digital,6,1,2.0,100,98
S07753,23,Male,Australia,Law,3,4.0,4.7,100,9.3,3.7,2.6,2.0,3.5,No,Single,Low,Good,2.7,1.0,Copilot,Handwritten,9,3,3.0,100,100
S07754,21,Female,Canada,Biology,3,3.34,2.4,100,7.8,5.3,2.6,1.8,2.5,Yes,Single,Middle,Good,3.9,2.4,Gemini,Mixed,16,0,2.6,95,84
S07755,25,Male,USA,Physics,4,3.85,3.6,90,5.9,3.6,0.8,2.8,5.9,No,In a Relationship,Low,Good,3.7,1.4,Copilot,Mixed,15,4,2.7,100,100
S07756,27,Female,Australia,Medicine,1,3.73,3.7,99,4.9,7.3,3.7,0.0,3.0,Yes,Single,Middle,Average,4.1,0.0,None,Mixed,10,1,3.1,100,93
S07757,19,Female,Germany,Law,4,3.56,2.1,68,7.2,5.5,1.8,1.0,3.8,No,In a Relationship,Middle,Good,3.6,0.4,Copilot,Handwritten,21,0,2.0,100,94
S07758,26,Male,Netherlands,Medicine,3,4.0,7.0,100,7.0,5.9,2.8,0.0,4.4,No,Single,Middle,Good,6.0,0.6,Copilot,Mixed,8,1,1.7,100,97
S07759,21,Female,Germany,Physics,4,3.21,1.4,91,5.2,4.5,3.5,1.8,2.0,Yes,In a Relationship,Low,Good,4.4,1.3,Copilot,Mixed,14,5,3.3,84,85
S07760,22,Female,Netherlands,Economics,3,2.67,1.6,65,6.9,7.2,5.7,0.0,2.0,No,In a Relationship,Low,Good,6.5,2.1,Gemini,Mixed,5,1,3.1,75,91
S07761,19,Male,Bangladesh,Economics,1,4.0,5.5,100,6.3,3.1,0.8,0.0,3.1,Yes,In a Relationship,Middle,Poor,3.4,1.8,Claude,Mixed,14,2,3.7,100,99
S07762,28,Female,South Korea,Computer Science,3,3.82,4.6,87,7.0,7.9,4.1,1.9,0.3,No,Single,High,Average,6.3,1.9,Copilot,Digital,15,2,1.0,100,100
S07763,28,Female,Australia,Engineering,1,3.68,2.0,98,7.9,7.8,4.1,1.1,6.6,Yes,Single,Low,Average,2.8,0.5,Gemini,Digital,11,1,4.1,93,99
S07764,24,Male,Japan,Biology,1,4.0,4.4,100,8.8,4.5,1.8,2.0,3.3,No,Single,Low,Average,3.0,2.1,Claude,Mixed,12,5,7.1,100,95
S07765,19,Female,Germany,Business,2,4.0,5.7,100,8.1,9.5,3.7,0.0,2.6,Yes,Single,High,Average,6.3,1.3,Gemini,Mixed,10,3,6.0,100,100
S07766,26,Female,UK,Mathematics,4,3.07,3.5,82,6.1,10.2,5.3,1.2,7.2,Yes,Single,Low,Good,4.4,2.0,ChatGPT,Handwritten,17,2,2.7,90,80
S07767,28,Female,UK,Computer Science,2,4.0,7.4,100,7.4,6.2,1.7,1.4,0.8,No,In a Relationship,Middle,Poor,4.6,0.0,None,Digital,16,4,2.7,100,96
S07768,25,Male,South Korea,Psychology,2,2.79,0.9,73,7.1,7.0,3.2,0.0,6.1,Yes,Single,Middle,Average,4.2,1.7,Claude,Handwritten,14,1,5.0,77,75
S07769,21,Female,India,Business,1,3.82,4.5,95,5.4,7.0,3.4,0.6,4.6,No,Single,Middle,Average,2.5,0.6,Copilot,Digital,16,2,7.1,100,96
S07770,23,Female,Netherlands,Mathematics,4,4.0,5.2,100,7.5,7.1,3.6,1.7,5.2,No,In a Relationship,Low,Average,4.2,0.0,None,Handwritten,15,1,7.6,100,100
S07771,25,Male,India,Physics,1,4.0,4.8,100,9.2,4.8,4.0,1.0,2.6,No,In a Relationship,High,Average,2.6,1.8,ChatGPT,Handwritten,10,3,4.5,100,92
S07772,23,Male,Brazil,Medicine,2,3.72,3.2,90,7.0,4.7,3.0,0.4,3.1,No,Single,Middle,Average,4.8,0.8,ChatGPT,Handwritten,14,2,1.5,100,90
S07773,26,Male,Germany,Business,1,3.6,3.1,81,5.1,6.3,3.6,1.8,2.3,Yes,Single,Low,Average,5.3,1.7,Gemini,Handwritten,16,1,6.9,100,91
S07774,28,Male,Australia,Biology,2,3.98,4.2,100,7.0,4.6,1.4,0.8,5.0,No,Single,High,Good,2.0,0.2,None,Digital,11,1,1.4,100,100
S07775,20,Female,Brazil,Biology,2,4.0,4.7,100,5.5,5.9,3.0,1.9,3.8,No,Single,Low,Good,3.3,3.2,ChatGPT,Mixed,15,2,4.9,100,93
S07776,27,Female,Japan,Medicine,3,3.44,4.4,100,8.0,5.4,2.1,2.2,1.9,No,Single,Middle,Poor,3.6,1.1,Copilot,Digital,5,2,5.0,100,100
S07777,22,Male,USA,Physics,1,4.0,5.1,100,7.6,1.5,1.0,2.3,2.0,Yes,In a Relationship,Middle,Good,5.8,0.7,Gemini,Digital,6,3,1.8,100,95
S07778,23,Female,India,Engineering,2,3.35,2.0,78,6.8,5.6,2.0,1.7,3.0,No,Single,Middle,Average,5.4,2.2,Claude,Digital,12,0,3.7,92,92
S07779,27,Male,Canada,Physics,2,3.67,3.2,90,6.6,6.3,3.2,1.3,2.3,No,Single,Low,Average,4.9,1.1,Copilot,Mixed,10,3,3.9,100,100
S07780,28,Male,Bangladesh,Medicine,3,3.59,2.1,79,6.7,6.3,3.5,1.4,5.9,No,In a Relationship,Middle,Poor,4.4,4.4,ChatGPT,Digital,18,3,2.4,100,100
S07781,19,Male,South Korea,Engineering,2,3.81,2.9,76,7.0,5.0,0.9,3.2,4.6,No,Single,Middle,Good,3.6,2.4,Claude,Digital,11,1,3.9,100,93
S07782,22,Female,India,Computer Science,1,4.0,5.0,100,6.1,3.1,1.4,0.6,4.6,Yes,In a Relationship,Low,Good,3.0,0.7,ChatGPT,Handwritten,18,0,10.0,100,100
